"","Customer.Subtype","Avg.size.household","Avg.age","Customer.main.type","Married","Living.together","Other.relation","Singles","Household.without.children","Household.with.children","High.status","Entrepreneur","Farmer","Middle.management","Skilled.labourers","Unskilled.labourers","Rented.house","Home.owners","1.car","2.cars","No.car","National.Health.Service","Private.health.insurance","Income.less.then.30K","Income.in.30.45K","Income.in.45.75K","Income.in.75.122K","Income.more.then.123K","Purchasing.power.class","Cont.private.third.party.insr","Cont.car.pol","Cont.boat.pol","Num.of.private.third.party.insur","Number.of.boat.pol","Num.of.mobile.home.policies","Other.contribution","Number.of.other.policies"
"172",11,2,5,3,5,0,4,4,2,3,4,0,0,2,0,4,0,9,4,2,4,5,4,3,5,1,1,0,6,2,6,0,1,0,"0",0,0
"173",41,2,4,10,7,1,1,0,6,3,2,2,3,2,1,2,1,8,8,0,1,5,4,2,4,3,2,0,4,0,6,0,0,0,"0",3,1
"174",33,3,3,8,7,0,2,1,3,6,1,0,1,3,3,4,1,8,8,0,1,8,1,0,2,7,0,0,3,2,0,0,1,0,"0",0,0
"175",34,3,2,8,8,1,0,0,4,5,0,0,0,5,1,4,4,5,8,1,0,9,0,2,5,2,2,0,6,0,0,0,0,0,"1",0,0
"176",29,3,4,7,7,0,2,0,3,6,2,0,0,3,3,3,1,8,5,2,2,7,2,0,7,2,0,0,3,2,6,0,1,0,"0",0,0
"177",9,3,3,3,7,1,2,2,2,5,2,0,0,4,2,2,9,0,5,1,4,4,5,1,3,5,1,1,4,2,0,0,1,0,"0",0,0
"178",8,3,3,2,9,0,0,0,4,5,2,0,0,4,2,2,0,9,7,2,0,2,7,0,1,6,3,1,7,0,0,0,0,0,"0",3,1
"179",33,4,2,8,6,1,2,0,1,8,1,0,0,2,2,5,8,1,6,1,2,8,1,4,4,2,0,1,3,0,6,0,0,0,"0",2,1
"180",41,3,3,10,8,1,1,1,3,5,1,1,3,2,3,1,2,7,5,4,0,6,3,3,4,4,0,0,4,0,6,1,0,1,"1",3,1
"181",10,3,2,3,9,0,0,0,3,6,4,0,0,3,2,1,0,9,6,2,2,5,4,0,3,4,3,0,8,0,0,0,0,0,"0",0,0
"182",9,3,2,3,5,2,4,3,2,5,2,0,2,3,2,2,5,4,7,2,0,5,4,2,5,2,2,0,4,2,0,0,1,0,"0",0,0
"183",10,4,2,3,9,0,0,0,3,6,0,0,0,4,5,0,3,6,7,1,1,5,4,2,7,0,0,0,8,2,6,0,1,0,"0",0,0
"184",3,2,3,1,9,0,0,0,5,4,0,0,0,5,0,4,5,4,7,2,0,7,2,0,9,0,0,0,6,2,6,0,1,0,"0",0,0
"185",33,3,3,8,7,1,1,1,4,4,2,1,1,1,4,2,2,7,4,4,2,7,2,3,3,3,0,1,3,0,6,0,0,0,"0",0,0
"186",25,1,3,6,1,0,8,7,1,1,1,1,2,3,0,5,8,1,1,1,8,6,3,5,3,1,1,0,1,2,0,0,1,0,"0",0,0
"187",38,4,2,9,6,0,3,2,0,7,0,0,0,7,0,2,4,5,9,0,0,7,2,0,7,0,2,0,4,0,0,0,0,0,"0",4,1
"188",38,3,3,9,7,1,2,1,4,4,3,0,2,2,3,1,3,6,7,2,1,5,4,3,2,3,2,0,3,2,6,0,1,0,"0",0,0
"189",41,3,3,10,7,1,2,2,4,4,3,1,2,2,2,1,4,5,6,2,1,5,4,3,3,3,2,1,4,0,0,0,0,0,"0",0,0
"190",13,3,2,3,7,1,2,2,3,5,3,1,1,4,2,2,6,3,7,1,2,6,3,1,3,5,1,0,6,0,0,0,0,0,"0",0,0
"191",33,2,3,8,9,0,0,3,4,3,1,0,0,1,4,4,2,7,7,0,2,7,2,1,3,4,3,0,3,2,0,0,1,0,"0",0,0
"192",33,3,3,8,9,0,0,0,1,8,1,0,0,3,5,2,9,0,5,3,2,7,2,0,3,3,4,0,3,0,6,0,0,0,"0",0,0
"193",31,2,4,7,9,0,0,0,6,3,0,0,0,2,4,4,9,0,7,2,0,9,0,5,4,0,0,0,1,0,6,0,0,0,"0",2,1
"194",2,2,3,1,5,1,4,3,3,4,1,1,1,2,4,2,4,5,6,1,2,7,2,3,5,2,0,0,6,0,6,0,0,0,"0",0,0
"195",36,3,3,8,7,0,2,0,4,5,0,0,0,2,7,0,9,0,7,0,2,9,0,3,4,2,2,0,3,0,6,0,0,0,"1",0,0
"196",39,3,3,9,5,1,3,0,5,4,0,0,0,0,5,4,0,9,6,1,3,7,2,3,4,3,1,0,5,0,6,0,0,0,"0",0,0
"197",9,3,3,3,7,0,2,2,4,3,0,0,0,7,0,2,9,0,9,0,0,9,0,4,5,0,0,0,4,0,0,0,0,0,"0",2,1
"198",39,3,2,9,7,1,2,0,3,6,0,0,0,0,6,3,5,4,9,0,0,5,4,0,9,0,0,0,5,0,0,0,0,0,"0",0,0
"199",35,2,3,8,6,1,2,2,3,4,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,5,0,0,0,0,0,"0",2,1
"200",33,2,4,8,9,0,0,0,6,3,2,0,0,7,0,0,3,6,7,0,2,6,3,2,4,4,0,0,3,2,5,0,1,0,"0",0,0
"201",22,2,2,5,6,2,1,1,4,4,2,0,0,3,2,3,8,1,7,1,2,7,2,2,6,2,0,0,2,0,0,0,0,0,"0",3,1
"202",35,2,4,8,5,0,4,4,2,3,0,0,2,0,3,5,0,9,3,2,4,7,2,5,0,4,0,0,5,0,6,0,0,0,"0",0,0
"203",10,3,3,3,9,0,0,0,5,4,5,0,0,1,1,3,0,9,7,2,0,2,7,0,2,5,3,1,8,2,6,0,1,0,"0",4,1
"204",38,3,2,9,4,1,4,1,1,8,4,1,0,2,2,3,6,3,6,0,3,6,3,3,2,4,1,0,5,0,6,0,0,0,"1",0,0
"205",12,4,2,3,9,0,0,0,0,8,2,0,0,2,5,0,4,5,9,0,0,7,2,0,4,5,0,0,7,0,5,0,0,0,"0",0,0
"206",9,3,3,3,7,1,1,0,5,4,1,1,0,4,2,3,0,9,6,2,2,8,1,0,8,0,1,0,4,0,0,0,0,0,"0",0,0
"207",24,3,3,5,6,1,3,2,4,3,5,0,0,4,0,0,0,9,6,2,2,6,3,2,4,3,0,1,2,0,8,4,0,1,"0",8,2
"208",11,2,3,3,5,1,4,3,4,2,1,1,2,4,3,1,2,7,5,1,4,7,2,5,3,2,0,0,6,0,0,0,0,0,"0",0,0
"209",33,2,4,8,6,0,3,3,1,6,0,2,1,0,6,0,3,6,5,2,3,8,1,8,1,1,0,0,3,0,0,0,0,0,"0",4,1
"210",9,3,3,3,5,2,3,2,4,4,4,0,0,0,1,4,9,0,4,3,3,7,2,2,2,5,1,0,4,0,6,0,0,0,"0",0,0
"211",22,2,2,5,1,2,6,3,5,1,1,0,0,4,1,3,9,0,5,1,3,5,4,3,2,5,0,0,2,2,6,0,1,0,"0",0,0
"212",38,3,3,9,7,0,2,0,4,5,0,0,0,0,5,4,5,4,5,3,3,9,0,4,5,0,0,0,3,0,6,0,0,0,"0",0,0
"213",37,3,3,8,7,2,0,0,5,4,3,0,0,5,1,2,2,7,7,2,0,6,3,2,4,3,1,0,4,0,5,0,0,0,"0",0,0
"214",36,2,3,8,5,1,3,0,2,7,0,0,0,5,0,4,9,0,6,1,3,7,2,3,3,4,0,0,3,0,6,0,0,0,"0",0,0
"215",33,2,3,8,7,0,2,0,6,4,1,1,0,3,3,3,2,7,7,2,0,2,7,0,6,3,0,0,3,1,6,0,1,0,"0",0,0
"216",40,3,4,10,6,0,3,2,2,5,3,0,5,1,0,1,0,9,3,3,3,2,7,2,5,3,0,0,3,0,6,0,0,0,"0",13,5
"217",33,2,4,8,5,0,4,4,3,3,0,0,0,5,4,0,0,9,3,3,4,9,0,4,0,3,3,0,3,2,0,0,1,0,"0",0,0
"218",10,4,3,3,8,1,1,1,1,8,1,0,0,5,3,1,1,8,9,0,0,5,4,3,2,4,0,0,8,2,0,0,1,0,"0",0,0
"219",13,3,3,3,8,0,1,1,4,5,2,0,0,5,2,2,0,9,6,2,2,5,4,0,3,6,0,0,6,0,0,0,0,0,"0",3,1
"220",35,3,3,8,7,1,2,1,4,4,3,0,2,2,3,1,3,6,7,2,1,5,4,3,2,3,2,0,5,0,0,0,0,0,"0",0,0
"221",31,2,3,7,8,0,1,1,6,3,0,0,0,4,3,2,7,2,7,0,2,7,2,1,8,0,0,0,1,2,6,1,1,1,"0",0,0
"222",22,1,2,5,1,4,5,5,4,1,1,0,0,6,1,3,9,0,3,2,4,6,3,3,4,3,0,0,2,0,0,0,0,0,"0",0,0
"223",33,3,3,8,6,0,3,2,3,5,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,3,3,6,0,2,0,"0",0,0
"224",29,2,3,7,4,1,5,3,3,4,1,1,1,5,1,3,4,5,4,2,4,7,2,6,3,1,0,0,3,0,0,0,0,0,"0",0,0
"225",24,2,4,5,6,1,2,3,4,3,1,0,0,3,1,6,4,6,5,1,4,8,1,4,3,2,1,0,2,0,0,0,0,0,"0",0,0
"226",37,2,3,8,6,1,3,1,6,2,1,0,2,3,3,2,3,6,4,0,5,7,2,2,3,1,3,2,4,1,0,0,1,0,"0",0,0
"227",10,3,3,3,7,0,2,2,3,5,3,0,0,3,2,1,0,9,9,0,0,3,6,2,0,4,4,0,8,2,6,0,1,0,"1",0,0
"228",11,2,3,3,4,2,4,4,2,3,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,6,2,6,0,1,0,"0",5,1
"229",37,2,4,8,6,1,3,2,4,3,2,0,1,4,3,2,4,5,4,0,5,7,2,5,2,2,1,1,4,0,0,0,0,0,"0",3,1
"230",36,2,5,8,5,1,3,3,5,1,3,1,0,4,1,2,5,4,7,1,1,5,4,3,3,3,1,0,3,0,0,0,0,0,"0",1,1
"231",4,2,4,1,6,1,3,3,4,3,3,1,1,3,2,2,3,6,6,1,3,7,2,3,2,4,1,0,6,0,0,0,0,0,"0",0,0
"232",8,3,3,2,9,0,0,0,4,5,4,0,0,3,2,0,4,5,5,4,0,4,5,0,4,5,0,0,7,2,6,0,1,0,"0",4,2
"233",36,3,3,8,8,0,1,1,1,7,2,1,0,4,3,0,5,4,6,2,1,2,7,2,3,3,2,1,3,0,6,0,0,0,"0",0,0
"234",31,3,3,7,5,0,4,0,0,9,0,0,2,0,3,5,9,0,3,2,4,7,2,9,0,0,0,0,1,0,0,0,0,0,"0",0,0
"235",38,3,2,9,5,2,2,2,2,5,0,0,0,2,7,0,2,7,9,0,0,7,2,0,9,0,0,0,4,0,0,0,0,0,"1",0,0
"236",8,3,3,2,6,0,3,2,4,4,3,0,0,5,1,1,0,9,6,3,2,5,4,1,4,4,1,0,7,2,6,0,1,0,"1",2,1
"237",31,3,3,7,6,3,0,0,4,5,0,0,0,0,0,9,5,4,4,3,3,9,0,0,5,4,0,0,1,0,0,0,0,0,"0",2,1
"238",39,2,3,9,6,1,3,3,2,5,0,0,1,2,4,3,6,3,5,1,3,8,1,5,2,3,0,0,5,2,5,0,1,0,"0",0,0
"239",35,3,3,8,5,2,3,2,2,6,0,0,0,4,4,1,1,8,6,2,2,8,1,4,1,0,4,0,5,0,5,0,0,0,"0",0,0
"240",8,4,3,2,6,1,3,0,2,7,3,1,0,5,2,1,1,8,8,0,1,6,3,1,3,4,3,1,7,0,6,0,0,0,"0",0,0
"241",8,3,3,2,6,1,2,2,3,4,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,7,2,6,0,1,0,"0",0,0
"242",10,3,3,3,7,1,2,2,4,4,3,1,0,4,1,2,6,3,6,2,2,3,6,2,3,3,2,0,8,1,0,0,1,0,"0",0,0
"243",40,3,3,10,9,0,0,0,4,5,0,0,6,0,3,0,0,9,7,2,0,7,2,6,3,0,0,0,3,0,0,0,0,0,"0",0,0
"244",35,2,4,8,8,0,1,2,5,3,2,0,0,3,3,3,8,1,8,1,1,4,5,2,5,2,0,0,5,0,6,0,0,0,"0",0,0
"245",39,5,2,9,7,1,2,0,0,9,0,0,0,6,3,0,2,7,6,2,2,6,3,0,4,5,0,0,5,2,0,0,1,0,"0",0,0
"246",38,2,1,9,7,2,0,0,6,3,2,2,0,3,4,0,0,9,7,0,2,4,5,0,0,7,2,0,4,2,6,0,1,0,"0",2,1
"247",1,4,3,1,6,1,2,0,2,7,6,0,0,2,2,1,0,9,7,2,1,5,4,0,1,4,5,1,8,2,6,0,1,0,"1",0,0
"248",33,3,3,8,7,0,2,0,4,5,0,0,0,2,7,0,9,0,7,0,2,9,0,3,4,2,2,0,3,0,0,0,0,0,"0",3,1
"249",33,2,3,8,7,2,0,0,5,4,2,0,0,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,0,0,0,0,0,"1",0,0
"250",38,4,3,9,7,1,2,0,2,7,5,0,0,2,0,3,6,3,6,2,1,5,4,7,2,0,0,0,3,2,6,0,1,0,"0",0,0
"251",39,3,3,9,7,1,2,3,2,5,2,1,1,2,3,3,5,4,5,2,2,7,2,4,4,1,1,1,5,1,0,0,1,0,"0",0,0
"252",2,3,3,1,9,0,0,0,4,5,2,5,0,2,0,0,9,0,5,4,0,2,7,0,0,7,2,0,6,0,5,0,0,0,"0",0,0
"253",16,2,2,4,2,3,4,2,6,1,1,0,0,3,2,4,7,2,7,0,2,4,5,4,5,1,1,0,1,0,0,0,0,0,"0",0,0
"254",38,3,2,9,7,0,2,1,1,8,1,0,0,5,1,3,4,5,7,2,0,7,2,4,4,2,1,0,4,0,6,0,0,0,"1",14,3
"255",36,2,3,8,6,0,3,3,4,3,1,0,0,4,2,4,4,5,7,2,1,9,0,1,7,2,0,0,3,2,6,0,1,0,"0",0,0
"256",39,3,3,9,9,0,0,0,3,6,4,0,0,0,3,3,0,9,6,2,2,6,3,3,4,2,0,0,5,2,6,0,1,0,"0",0,0
"257",23,1,1,5,2,1,7,6,2,1,1,0,0,4,1,4,8,1,3,1,6,8,1,6,3,1,0,0,3,2,5,0,1,0,"0",0,0
"258",32,2,3,7,6,0,3,3,3,3,0,0,0,4,0,5,9,0,7,0,2,9,0,6,2,1,0,0,1,2,6,0,1,0,"0",4,2
"259",37,2,4,8,5,1,3,3,5,2,2,0,1,2,0,4,2,7,4,0,5,7,2,4,2,3,1,2,5,2,0,0,1,0,"0",0,0
"260",33,3,3,8,7,1,2,2,3,4,1,1,1,2,3,3,4,5,6,2,2,7,2,1,4,4,1,0,3,2,0,0,1,0,"0",0,0
"261",11,2,3,3,5,2,2,2,5,2,3,0,3,0,0,3,2,7,7,2,0,6,3,5,0,0,4,0,6,0,0,0,0,0,"0",0,0
"262",10,3,2,3,9,0,0,0,5,4,7,0,0,2,0,0,0,9,5,4,0,0,9,0,3,6,0,0,8,0,0,0,0,0,"0",1,1
"263",4,1,3,1,6,0,3,8,1,0,4,0,0,4,0,1,8,1,5,2,2,3,6,1,1,4,4,1,5,0,6,0,0,0,"0",0,0
"264",2,2,4,1,7,0,2,2,5,3,0,0,0,2,7,0,5,4,9,0,0,9,0,5,4,0,0,0,6,2,6,0,1,0,"0",0,0
"265",22,2,3,5,4,0,5,5,3,2,1,0,0,4,4,2,7,2,4,2,3,6,3,5,1,1,3,1,3,0,0,0,0,0,"0",0,0
"266",9,3,2,3,8,1,1,1,2,7,1,0,0,2,4,4,6,3,7,2,1,9,0,1,3,5,0,0,4,0,0,0,0,0,"0",0,0
"267",5,3,3,1,5,2,3,2,3,4,2,0,0,3,3,3,5,4,6,1,3,7,2,3,3,3,1,0,3,2,0,0,1,0,"0",0,0
"268",26,2,4,6,5,0,4,4,4,2,0,0,0,0,7,2,7,2,5,0,4,9,0,6,2,2,1,0,1,2,0,0,1,0,"0",0,0
"269",10,3,3,3,6,1,2,2,3,4,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,8,2,6,0,1,0,"0",0,0
"270",9,3,2,3,9,0,0,0,1,8,1,0,0,2,4,2,6,3,8,1,1,7,2,2,4,4,1,0,4,0,5,0,0,0,"0",0,0
"271",36,2,4,8,7,0,2,0,5,4,5,0,0,0,0,4,9,0,6,0,3,7,2,0,4,5,0,0,3,0,0,0,0,0,"0",0,0
"272",33,4,2,8,8,0,1,1,0,8,0,0,0,3,5,1,2,7,7,1,1,6,3,2,4,4,0,0,3,2,6,0,1,0,"0",0,0
"273",38,2,4,9,7,1,2,5,3,1,3,0,0,4,3,0,2,7,5,1,3,7,2,2,5,2,2,0,3,2,6,0,1,0,"0",2,1
"274",25,2,3,6,7,1,2,3,5,1,0,0,0,2,2,6,1,8,9,0,0,5,4,3,3,2,2,0,1,2,6,0,1,0,"0",0,0
"275",1,2,4,1,5,0,4,0,5,4,5,0,0,4,0,0,4,5,5,2,4,4,5,2,3,3,2,1,8,0,0,0,0,0,"0",3,1
"276",33,2,3,8,5,0,4,4,3,3,0,0,2,0,3,5,0,9,3,2,4,7,2,6,3,0,0,0,3,2,0,0,1,0,"0",4,1
"277",23,2,3,5,2,2,5,4,3,2,2,1,0,4,0,4,9,0,2,0,7,7,2,6,2,1,0,0,4,0,0,0,0,0,"0",0,0
"278",24,2,3,5,3,2,5,5,4,2,1,0,0,5,2,2,2,7,5,2,2,8,1,4,5,1,0,0,2,0,0,0,0,0,"0",0,0
"279",22,1,2,5,1,4,5,5,4,1,1,0,0,6,1,3,9,0,3,2,4,6,3,3,4,3,0,0,2,1,6,0,1,0,"0",0,0
"280",9,2,3,3,6,2,3,3,4,3,1,1,0,3,2,4,5,4,6,1,3,7,2,3,4,3,1,0,4,0,0,0,0,0,"0",0,0
"281",30,2,4,7,6,1,3,0,5,4,0,0,0,0,0,9,5,4,5,1,3,7,2,0,7,0,2,0,2,0,0,0,0,0,"0",0,0
"282",8,2,4,2,9,0,0,2,5,3,0,0,0,4,1,5,9,0,7,0,2,5,4,4,4,2,0,0,7,0,6,0,0,0,"1",4,1
"283",3,1,5,1,5,1,4,4,4,1,2,1,0,6,1,1,4,5,7,1,2,5,4,4,3,3,1,0,6,0,0,0,0,0,"0",0,0
"284",36,1,4,8,4,0,5,6,3,1,4,0,1,2,2,2,5,4,4,2,4,4,5,3,3,3,0,0,3,2,6,0,1,0,"0",0,0
"285",41,3,2,10,9,0,0,0,4,5,0,2,0,3,2,2,3,6,6,3,0,5,4,0,0,9,0,0,4,0,5,0,0,0,"0",0,0
"286",41,3,3,10,7,0,2,4,1,5,1,2,4,1,1,2,1,8,6,3,0,5,4,4,4,1,2,0,4,0,6,0,0,0,"0",0,0
"287",11,3,2,3,8,1,1,1,4,4,2,0,0,3,5,1,1,8,8,0,1,7,2,2,5,3,0,0,6,2,6,0,1,0,"0",0,0
"288",3,1,4,1,5,0,4,7,2,1,6,0,0,2,2,0,1,8,5,0,4,2,7,4,2,4,0,0,6,0,0,0,0,0,"0",0,0
"289",33,2,4,8,6,1,2,1,4,5,2,0,0,3,3,2,3,6,7,0,2,8,1,2,5,2,0,0,3,1,6,0,1,0,"0",0,0
"290",9,3,3,3,7,0,2,2,2,6,2,1,0,1,5,1,9,0,5,2,3,7,2,3,4,2,0,0,4,0,0,0,0,0,"0",0,0
"291",34,3,2,8,7,2,0,0,4,5,0,2,0,2,4,2,2,7,5,4,0,9,0,0,5,4,0,0,6,0,0,0,0,0,"0",4,1
"292",41,2,3,10,7,1,2,3,5,2,2,0,0,3,0,4,2,7,6,2,1,5,4,3,2,0,4,0,4,0,0,0,0,0,"0",0,0
"293",21,3,2,5,4,3,3,0,4,5,3,0,0,2,5,1,9,0,5,0,4,9,0,6,1,3,0,0,2,0,5,0,0,0,"0",0,0
"294",3,2,4,1,6,0,3,2,5,3,3,0,2,3,2,0,6,3,4,3,3,4,5,3,2,3,3,0,6,0,0,0,0,0,"0",4,1
"295",2,4,2,1,7,1,2,2,4,4,0,5,4,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,0,0,0,0,0,"0",0,0
"296",23,2,2,5,3,2,5,5,3,2,1,0,0,3,2,4,8,1,5,0,4,8,1,6,2,1,0,1,3,2,0,0,1,0,"0",0,0
"297",30,2,4,7,6,1,3,0,5,4,0,0,0,0,0,9,5,4,5,1,3,7,2,0,7,0,2,0,2,0,6,0,0,0,"0",0,0
"298",8,3,3,2,7,1,2,0,2,7,3,1,0,4,2,1,1,8,7,0,2,5,4,1,2,4,3,1,7,2,0,0,1,0,"1",0,0
"299",32,1,6,7,3,0,6,5,4,1,0,0,0,3,1,5,9,0,3,0,6,7,2,7,2,0,0,0,1,2,5,0,1,0,"0",0,0
"300",9,3,3,3,7,1,1,0,5,4,1,1,0,4,2,3,0,9,6,2,2,8,1,0,8,0,1,0,4,0,5,0,0,0,"0",0,0
"301",33,4,3,8,9,0,0,0,3,6,0,0,3,0,6,0,9,0,7,2,0,9,0,3,5,2,0,0,3,0,0,0,0,0,"0",0,0
"302",8,3,3,2,6,1,2,2,3,4,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,7,2,0,0,1,0,"0",0,0
"303",39,3,3,9,6,2,2,2,3,5,1,0,0,3,3,2,8,1,6,1,2,8,1,3,5,2,1,1,5,0,5,0,0,0,"0",0,0
"304",33,3,3,8,7,2,1,0,5,4,4,0,0,1,4,2,3,6,5,4,1,6,4,1,5,2,0,2,3,0,0,0,0,0,"0",0,0
"305",33,3,3,8,7,1,2,2,3,5,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,3,0,0,0,0,0,"0",0,0
"306",36,2,3,8,3,2,4,3,2,5,0,2,0,4,2,3,7,2,5,2,2,5,4,2,4,4,0,0,3,0,0,0,0,0,"0",3,1
"307",33,3,3,8,5,0,4,2,3,4,0,0,2,0,3,5,4,5,3,2,4,7,2,6,2,2,0,0,3,0,0,0,0,0,"0",0,0
"308",35,4,3,8,7,1,2,0,0,9,0,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,5,0,6,0,0,0,"0",0,0
"309",1,2,4,1,6,0,3,5,3,2,7,0,0,0,2,0,0,9,9,0,0,2,7,2,2,5,0,0,8,0,6,0,0,0,"0",3,1
"310",13,3,3,3,5,2,3,2,0,7,2,0,0,3,2,3,7,2,4,2,3,5,4,2,2,4,1,0,8,2,6,0,1,0,"0",0,0
"311",33,2,4,8,5,2,2,2,6,2,5,0,0,1,0,4,4,5,4,4,2,3,6,3,6,0,0,0,3,2,0,0,1,0,"0",0,0
"312",16,2,2,4,1,2,6,6,2,1,0,0,0,3,4,3,6,3,4,1,5,4,5,8,0,1,0,0,1,2,6,0,1,0,"0",0,0
"313",39,3,3,9,7,1,2,1,2,6,2,1,0,3,2,3,3,6,6,2,2,6,3,2,4,3,1,1,5,0,0,0,0,0,"0",0,0
"314",13,3,3,3,6,0,3,2,4,4,7,0,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,6,0,6,0,0,0,"1",0,0
"315",3,2,4,1,5,1,3,2,5,3,3,1,0,2,3,3,3,6,7,1,2,5,4,3,3,3,1,0,6,2,6,0,1,0,"0",0,0
"316",13,4,2,3,7,0,2,1,3,6,6,0,0,3,0,1,4,5,7,1,2,5,4,2,2,6,0,0,6,2,6,0,1,0,"0",0,0
"317",33,4,2,8,6,1,2,0,1,8,1,0,0,2,2,5,8,1,6,1,2,8,1,4,4,2,0,1,3,2,5,0,1,0,"0",0,0
"318",1,3,3,1,7,2,0,0,4,5,3,0,0,4,1,3,8,1,9,0,0,6,3,2,2,4,1,0,8,1,0,0,1,0,"0",0,0
"319",35,2,3,8,5,1,4,3,3,4,1,1,1,2,4,2,4,5,6,1,2,7,2,3,5,2,0,0,5,3,6,0,1,0,"1",0,0
"320",8,3,2,2,9,0,0,0,3,6,2,0,0,4,2,2,3,6,7,2,0,6,3,2,0,7,0,0,7,0,5,0,0,0,"0",0,0
"321",41,2,3,10,5,0,4,4,3,3,0,0,2,0,3,5,0,9,3,2,4,7,2,6,3,0,0,0,4,2,5,0,1,0,"0",0,0
"322",33,3,3,8,6,2,2,0,3,6,2,0,0,2,2,4,0,9,5,2,3,6,3,2,3,2,4,0,3,0,0,0,0,0,"0",0,0
"323",33,3,3,8,6,0,3,2,3,5,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,3,0,5,0,0,0,"0",0,0
"324",10,3,2,3,8,1,1,1,3,6,4,1,0,3,1,1,1,8,7,1,1,4,5,1,3,4,2,1,8,0,6,0,0,0,"0",4,1
"325",33,2,4,8,9,0,0,0,9,0,5,0,0,0,5,0,5,5,9,0,0,9,0,5,5,0,0,0,3,2,6,0,1,0,"0",0,0
"326",35,3,3,8,7,1,2,2,3,4,3,1,1,2,2,3,2,7,7,2,1,5,4,2,4,3,1,1,5,2,0,0,1,0,"0",6,2
"327",8,4,3,2,7,1,2,0,3,6,0,0,0,9,0,0,0,9,6,2,1,5,4,0,3,2,2,2,7,0,6,0,0,0,"0",0,0
"328",32,2,4,7,5,1,4,2,5,2,2,1,0,1,5,2,3,6,7,1,2,7,2,5,3,1,1,0,1,2,0,0,1,0,"0",0,0
"329",39,3,2,9,8,0,1,2,2,5,2,0,0,3,4,1,8,1,8,1,0,6,3,3,3,4,0,0,5,2,6,0,1,0,"0",0,0
"330",22,2,2,5,1,2,6,3,5,1,1,0,0,4,1,3,9,0,5,1,3,5,4,3,2,5,0,0,2,1,0,0,1,0,"0",0,0
"331",33,3,3,8,9,0,0,0,3,6,1,0,0,3,4,2,5,4,6,1,2,7,2,2,4,3,1,0,3,0,0,0,0,0,"0",0,0
"332",29,2,1,7,4,4,2,1,6,3,1,0,0,6,2,2,5,4,7,0,2,7,2,4,4,2,0,0,3,0,0,0,0,0,"0",3,1
"333",41,3,2,10,6,1,3,0,4,5,1,0,3,3,0,4,3,6,6,1,2,6,3,0,0,9,0,0,4,0,0,0,0,0,"0",0,0
"334",37,4,3,8,7,2,0,0,2,7,2,0,0,5,2,1,3,6,4,3,2,6,3,1,0,8,0,0,4,2,0,0,1,0,"0",0,0
"335",16,2,1,4,1,3,6,6,2,2,4,0,0,5,0,0,9,0,3,1,5,3,6,5,3,2,0,0,1,0,0,0,0,0,"0",0,0
"336",12,4,2,3,9,0,0,0,2,7,2,0,0,2,3,3,1,8,5,2,2,8,1,2,1,4,2,0,8,0,6,0,0,0,"1",0,0
"337",38,4,2,9,6,0,3,2,0,7,0,0,0,7,0,2,4,5,9,0,0,7,2,0,7,0,2,0,4,2,6,0,1,0,"1",3,1
"338",33,3,3,8,6,2,2,2,4,4,1,1,1,3,3,2,5,4,6,2,2,8,1,4,4,2,1,1,3,0,0,0,0,0,"0",0,0
"339",41,3,3,10,8,1,1,1,5,3,2,0,2,3,2,3,3,6,6,2,2,6,3,2,7,1,1,0,4,2,6,0,1,0,"0",10,4
"340",6,3,3,2,6,1,2,2,3,4,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,8,2,7,0,1,0,"0",0,0
"341",10,3,2,3,7,2,0,0,4,5,1,0,0,6,1,2,7,2,9,0,0,5,4,2,3,4,2,0,8,2,6,0,1,0,"0",6,3
"342",31,3,3,7,5,1,4,3,2,4,1,0,0,1,0,8,8,1,6,1,3,7,2,7,2,0,0,0,1,2,0,0,1,0,"0",0,0
"343",33,3,3,8,7,0,2,2,2,6,0,2,2,0,6,0,2,7,4,4,2,8,1,5,2,3,0,0,3,0,6,0,0,0,"0",0,0
"344",24,3,2,5,6,1,2,2,3,5,2,0,0,0,5,3,4,5,5,1,3,7,2,2,5,3,0,0,2,0,0,0,0,0,"0",0,0
"345",37,3,3,8,8,1,1,1,3,6,0,0,2,3,4,1,2,7,7,1,2,6,3,2,2,6,0,0,4,0,0,0,0,0,"0",0,0
"346",41,2,3,10,5,0,4,4,3,3,0,0,2,0,3,5,0,9,3,2,4,7,2,6,3,0,0,0,4,0,6,0,0,0,"0",4,1
